ticker,average_weight,simulation,strategy
GLD,0.09999999999999978,489,min_variance
GSG,0.09999999999999978,489,min_variance
SGOV,0.3989731623931616,489,min_variance
VT,0.09999999999999978,489,min_variance
BND,0.28228803418803394,489,max_sharpe
GLD,0.1447492307692307,489,max_sharpe
GSG,0.10982717948717928,489,max_sharpe
SGOV,0.21486256410256474,489,max_sharpe
VT,0.2482731623931626,489,max_sharpe
BND,0.0,489,market_cap
GLD,0.0,489,market_cap
GSG,0.0,489,market_cap
SGOV,0.0,489,market_cap
VT,1.0,489,market_cap
BND,0.19999999999999957,489,equal_weight
GLD,0.19999999999999957,489,equal_weight
GSG,0.19999999999999957,489,equal_weight
SGOV,0.19999999999999957,489,equal_weight
VT,0.19999999999999957,489,equal_weight
BND,0.3000000000000002,490,min_variance
GLD,0.09999999999999978,490,min_variance
GSG,0.09999999999999978,490,min_variance
SGOV,0.39999999999999913,490,min_variance
VT,0.09999999999999978,490,min_variance
BND,0.2724061538461542,490,max_sharpe
GLD,0.15444914529914544,490,max_sharpe
GSG,0.1114397435897434,490,max_sharpe
SGOV,0.27569076923076913,490,max_sharpe
VT,0.18601418803418793,490,max_sharpe
BND,0.0,490,market_cap
GLD,0.0,490,market_cap
GSG,0.0,490,market_cap
SGOV,0.0,490,market_cap
VT,1.0,490,market_cap
BND,0.19999999999999957,490,equal_weight
GLD,0.19999999999999957,490,equal_weight
GSG,0.19999999999999957,490,equal_weight
SGOV,0.19999999999999957,490,equal_weight
VT,0.19999999999999957,490,equal_weight
BND,0.3000000000000002,491,min_variance
GLD,0.09999999999999978,491,min_variance
GSG,0.09999999999999978,491,min_variance
SGOV,0.39999999999999913,491,min_variance
VT,0.09999999999999978,491,min_variance
BND,0.26430649572649545,491,max_sharpe
GLD,0.2385598290598293,491,max_sharpe
GSG,0.13828068376068364,491,max_sharpe
SGOV,0.2153694871794872,491,max_sharpe
VT,0.14348290598290597,491,max_sharpe
BND,0.0,491,market_cap
GLD,0.0,491,market_cap
GSG,0.0,491,market_cap
SGOV,0.0,491,market_cap
VT,1.0,491,market_cap
BND,0.19999999999999957,491,equal_weight
GLD,0.19999999999999957,491,equal_weight
GSG,0.19999999999999957,491,equal_weight
SGOV,0.19999999999999957,491,equal_weight
VT,0.19999999999999957,491,equal_weight
BND,0.3000000000000002,492,min_variance
GLD,0.09999999999999978,492,min_variance
GSG,0.09999999999999978,492,min_variance
SGOV,0.39999999999999913,492,min_variance
VT,0.09999999999999978,492,min_variance
BND,0.2250032478632482,492,max_sharpe
GLD,0.2834299999999995,492,max_sharpe
GSG,0.10185880341880321,492,max_sharpe
SGOV,0.24821393162393227,492,max_sharpe
VT,0.1414941025641024,492,max_sharpe
BND,0.0,492,market_cap
GLD,0.0,492,market_cap
GSG,0.0,492,market_cap
SGOV,0.0,492,market_cap
VT,1.0,492,market_cap
BND,0.19999999999999957,492,equal_weight
GLD,0.19999999999999957,492,equal_weight
GSG,0.19999999999999957,492,equal_weight
SGOV,0.19999999999999957,492,equal_weight
VT,0.19999999999999957,492,equal_weight
BND,0.3000000000000002,493,min_variance
GLD,0.09999999999999978,493,min_variance
GSG,0.09999999999999978,493,min_variance
SGOV,0.39999999999999913,493,min_variance
VT,0.09999999999999978,493,min_variance
BND,0.18375230769230771,493,max_sharpe
GLD,0.12061145299145273,493,max_sharpe
GSG,0.19463247863247873,493,max_sharpe
SGOV,0.22882752136752166,493,max_sharpe
VT,0.2721763247863248,493,max_sharpe
BND,0.0,493,market_cap
GLD,0.0,493,market_cap
GSG,0.0,493,market_cap
SGOV,0.0,493,market_cap
VT,1.0,493,market_cap
BND,0.19999999999999957,493,equal_weight
GLD,0.19999999999999957,493,equal_weight
GSG,0.19999999999999957,493,equal_weight
SGOV,0.19999999999999957,493,equal_weight
VT,0.19999999999999957,493,equal_weight
BND,0.3000000000000002,494,min_variance
GLD,0.09999999999999978,494,min_variance
GSG,0.09999999999999978,494,min_variance
SGOV,0.39999999999999913,494,min_variance
VT,0.09999999999999978,494,min_variance
BND,0.2973546153846154,494,max_sharpe
GLD,0.23041606837606832,494,max_sharpe
GSG,0.10579478632478609,494,max_sharpe
SGOV,0.18754914529914565,494,max_sharpe
VT,0.17888538461538478,494,max_sharpe
BND,0.0,494,market_cap
GLD,0.0,494,market_cap
GSG,0.0,494,market_cap
SGOV,0.0,494,market_cap
VT,1.0,494,market_cap
BND,0.19999999999999957,494,equal_weight
GLD,0.19999999999999957,494,equal_weight
GSG,0.19999999999999957,494,equal_weight
SGOV,0.19999999999999957,494,equal_weight
VT,0.19999999999999957,494,equal_weight
BND,0.3000000000000002,495,min_variance
GLD,0.09999999999999978,495,min_variance
GSG,0.09999999999999978,495,min_variance
SGOV,0.39999999999999913,495,min_variance
VT,0.09999999999999978,495,min_variance
BND,0.2992009401709402,495,max_sharpe
GLD,0.19779239316239325,495,max_sharpe
GSG,0.11004948717948695,495,max_sharpe
SGOV,0.24980880341880343,495,max_sharpe
VT,0.14314829059829062,495,max_sharpe
BND,0.0,495,market_cap
GLD,0.0,495,market_cap
GSG,0.0,495,market_cap
SGOV,0.0,495,market_cap
VT,1.0,495,market_cap
BND,0.19999999999999957,495,equal_weight
GLD,0.19999999999999957,495,equal_weight
GSG,0.19999999999999957,495,equal_weight
SGOV,0.19999999999999957,495,equal_weight
VT,0.19999999999999957,495,equal_weight
BND,0.3000000000000002,496,min_variance
GLD,0.09999999999999978,496,min_variance
GSG,0.09999999999999978,496,min_variance
SGOV,0.39999999999999913,496,min_variance
VT,0.09999999999999978,496,min_variance
BND,0.2062829059829062,496,max_sharpe
GLD,0.1949032478632486,496,max_sharpe
GSG,0.10930897435897409,496,max_sharpe
SGOV,0.2540776068376072,496,max_sharpe
VT,0.2354271794871792,496,max_sharpe
BND,0.0,496,market_cap
GLD,0.0,496,market_cap
GSG,0.0,496,market_cap
SGOV,0.0,496,market_cap
VT,1.0,496,market_cap
BND,0.19999999999999957,496,equal_weight
GLD,0.19999999999999957,496,equal_weight
GSG,0.19999999999999957,496,equal_weight
SGOV,0.19999999999999957,496,equal_weight
VT,0.19999999999999957,496,equal_weight
BND,0.3000000000000002,497,min_variance
GLD,0.09999999999999978,497,min_variance
GSG,0.09999999999999978,497,min_variance
SGOV,0.39999999999999913,497,min_variance
VT,0.09999999999999978,497,min_variance
BND,0.343592478632478,497,max_sharpe
GLD,0.18222606837606817,497,max_sharpe
GSG,0.10389897435897417,497,max_sharpe
SGOV,0.21621666666666714,497,max_sharpe
VT,0.15406572649572675,497,max_sharpe
BND,0.0,497,market_cap
GLD,0.0,497,market_cap
GSG,0.0,497,market_cap
SGOV,0.0,497,market_cap
VT,1.0,497,market_cap
BND,0.19999999999999957,497,equal_weight
GLD,0.19999999999999957,497,equal_weight
GSG,0.19999999999999957,497,equal_weight
SGOV,0.19999999999999957,497,equal_weight
VT,0.19999999999999957,497,equal_weight
BND,0.3000000000000002,498,min_variance
GLD,0.09999999999999978,498,min_variance
GSG,0.09999999999999978,498,min_variance
SGOV,0.39999999999999913,498,min_variance
VT,0.09999999999999978,498,min_variance
BND,0.1801495726495727,498,max_sharpe
GLD,0.24981230769230792,498,max_sharpe
GSG,0.1266112820512819,498,max_sharpe
SGOV,0.30012829059829055,498,max_sharpe
VT,0.14329871794871793,498,max_sharpe
BND,0.0,498,market_cap
GLD,0.0,498,market_cap
GSG,0.0,498,market_cap
SGOV,0.0,498,market_cap
VT,1.0,498,market_cap
BND,0.19999999999999957,498,equal_weight
GLD,0.19999999999999957,498,equal_weight
GSG,0.19999999999999957,498,equal_weight
SGOV,0.19999999999999957,498,equal_weight
VT,0.19999999999999957,498,equal_weight
BND,0.3000000000000002,499,min_variance
GLD,0.09999999999999978,499,min_variance
GSG,0.09999999999999978,499,min_variance
SGOV,0.39999999999999913,499,min_variance
VT,0.09999999999999978,499,min_variance
BND,0.29632829059829047,499,max_sharpe
GLD,0.15309666666666658,499,max_sharpe
GSG,0.10289888888888868,499,max_sharpe
SGOV,0.25681726495726515,499,max_sharpe
VT,0.19085914529914533,499,max_sharpe
BND,0.0,499,market_cap
GLD,0.0,499,market_cap
GSG,0.0,499,market_cap
SGOV,0.0,499,market_cap
VT,1.0,499,market_cap
BND,0.19999999999999957,499,equal_weight
GLD,0.19999999999999957,499,equal_weight
GSG,0.19999999999999957,499,equal_weight
SGOV,0.19999999999999957,499,equal_weight
VT,0.19999999999999957,499,equal_weight
BND,0.3000000000000002,500,min_variance
GLD,0.09999999999999978,500,min_variance
GSG,0.09999999999999978,500,min_variance
SGOV,0.39999999999999913,500,min_variance
VT,0.09999999999999978,500,min_variance
BND,0.28001196581196613,500,max_sharpe
GLD,0.15511341880341872,500,max_sharpe
GSG,0.09999999999999978,500,max_sharpe
SGOV,0.25215905982906006,500,max_sharpe
VT,0.21271555555555557,500,max_sharpe
BND,0.0,500,market_cap
GLD,0.0,500,market_cap
GSG,0.0,500,market_cap
SGOV,0.0,500,market_cap
VT,1.0,500,market_cap
BND,0.19999999999999957,500,equal_weight
GLD,0.19999999999999957,500,equal_weight
GSG,0.19999999999999957,500,equal_weight
SGOV,0.19999999999999957,500,equal_weight
VT,0.19999999999999957,500,equal_weight
BND,0.3000000000000002,501,min_variance
GLD,0.09999999999999978,501,min_variance
GSG,0.09999999999999978,501,min_variance
SGOV,0.39999999999999913,501,min_variance
VT,0.09999999999999978,501,min_variance
BND,0.20679700854700853,501,max_sharpe
GLD,0.19317760683760693,501,max_sharpe
GSG,0.13664641025641006,501,max_sharpe
SGOV,0.28377658119658106,501,max_sharpe
VT,0.17960256410256425,501,max_sharpe
BND,0.0,501,market_cap
GLD,0.0,501,market_cap
GSG,0.0,501,market_cap
SGOV,0.0,501,market_cap
VT,1.0,501,market_cap
BND,0.19999999999999957,501,equal_weight
GLD,0.19999999999999957,501,equal_weight
GSG,0.19999999999999957,501,equal_weight
SGOV,0.19999999999999957,501,equal_weight
VT,0.19999999999999957,501,equal_weight
BND,0.3000000000000002,502,min_variance
GLD,0.09999999999999978,502,min_variance
GSG,0.09999999999999978,502,min_variance
SGOV,0.39999999999999913,502,min_variance
VT,0.09999999999999978,502,min_variance
BND,0.2685829059829063,502,max_sharpe
GLD,0.21608299145299123,502,max_sharpe
GSG,0.09999999999999978,502,max_sharpe
SGOV,0.20925564102564098,502,max_sharpe
VT,0.20607837606837628,502,max_sharpe
BND,0.0,502,market_cap
GLD,0.0,502,market_cap
GSG,0.0,502,market_cap
SGOV,0.0,502,market_cap
VT,1.0,502,market_cap
BND,0.19999999999999957,502,equal_weight
GLD,0.19999999999999957,502,equal_weight
GSG,0.19999999999999957,502,equal_weight
SGOV,0.19999999999999957,502,equal_weight
VT,0.19999999999999957,502,equal_weight
BND,0.3000000000000002,503,min_variance
GLD,0.09999999999999978,503,min_variance
GSG,0.09999999999999978,503,min_variance
SGOV,0.39999999999999913,503,min_variance
VT,0.09999999999999978,503,min_variance
BND,0.1616669230769231,503,max_sharpe
GLD,0.34569948717948673,503,max_sharpe
GSG,0.11049316239316219,503,max_sharpe
SGOV,0.265469230769231,503,max_sharpe
VT,0.11667128205128187,503,max_sharpe
BND,0.0,503,market_cap
GLD,0.0,503,market_cap
GSG,0.0,503,market_cap
SGOV,0.0,503,market_cap
VT,1.0,503,market_cap
BND,0.19999999999999957,503,equal_weight
GLD,0.19999999999999957,503,equal_weight
GSG,0.19999999999999957,503,equal_weight
SGOV,0.19999999999999957,503,equal_weight
VT,0.19999999999999957,503,equal_weight
BND,0.3000000000000002,504,min_variance
GLD,0.09999999999999978,504,min_variance
GSG,0.09999999999999978,504,min_variance
SGOV,0.39999999999999913,504,min_variance
VT,0.09999999999999978,504,min_variance
BND,0.232731794871795,504,max_sharpe
GLD,0.2765623931623934,504,max_sharpe
GSG,0.1105986324786323,504,max_sharpe
SGOV,0.20706709401709397,504,max_sharpe
VT,0.1730398290598291,504,max_sharpe
BND,0.0,504,market_cap
GLD,0.0,504,market_cap
GSG,0.0,504,market_cap
SGOV,0.0,504,market_cap
VT,1.0,504,market_cap
BND,0.19999999999999957,504,equal_weight
GLD,0.19999999999999957,504,equal_weight
GSG,0.19999999999999957,504,equal_weight
SGOV,0.19999999999999957,504,equal_weight
VT,0.19999999999999957,504,equal_weight
BND,0.3000000000000002,505,min_variance
GLD,0.09999999999999978,505,min_variance
GSG,0.09999999999999978,505,min_variance
SGOV,0.39999999999999913,505,min_variance
VT,0.09999999999999978,505,min_variance
BND,0.31457384615384604,505,max_sharpe
GLD,0.22873076923076963,505,max_sharpe
GSG,0.1020819658119656,505,max_sharpe
SGOV,0.21845290598290587,505,max_sharpe
VT,0.1361602564102563,505,max_sharpe
BND,0.0,505,market_cap
GLD,0.0,505,market_cap
GSG,0.0,505,market_cap
SGOV,0.0,505,market_cap
VT,1.0,505,market_cap
BND,0.19999999999999957,505,equal_weight
GLD,0.19999999999999957,505,equal_weight
GSG,0.19999999999999957,505,equal_weight
SGOV,0.19999999999999957,505,equal_weight
VT,0.19999999999999957,505,equal_weight
BND,0.3000000000000002,506,min_variance
GLD,0.09999999999999978,506,min_variance
GSG,0.09999999999999978,506,min_variance
SGOV,0.39999999999999913,506,min_variance
VT,0.09999999999999978,506,min_variance
BND,0.317969145299145,506,max_sharpe
GLD,0.1268817948717947,506,max_sharpe
GSG,0.1117466666666665,506,max_sharpe
SGOV,0.21918034188034236,506,max_sharpe
VT,0.2242222222222222,506,max_sharpe
BND,0.0,506,market_cap
GLD,0.0,506,market_cap
GSG,0.0,506,market_cap
SGOV,0.0,506,market_cap
VT,1.0,506,market_cap
BND,0.19999999999999957,506,equal_weight
GLD,0.19999999999999957,506,equal_weight
GSG,0.19999999999999957,506,equal_weight
SGOV,0.19999999999999957,506,equal_weight
VT,0.19999999999999957,506,equal_weight
BND,0.3000000000000002,507,min_variance
GLD,0.09999999999999978,507,min_variance
GSG,0.09999999999999978,507,min_variance
SGOV,0.39999999999999913,507,min_variance
VT,0.09999999999999978,507,min_variance
BND,0.2608829914529916,507,max_sharpe
GLD,0.2663870085470085,507,max_sharpe
GSG,0.10869512820512801,507,max_sharpe
SGOV,0.22405632478632498,507,max_sharpe
VT,0.13997854700854695,507,max_sharpe
BND,0.0,507,market_cap
GLD,0.0,507,market_cap
GSG,0.0,507,market_cap
SGOV,0.0,507,market_cap
VT,1.0,507,market_cap
BND,0.19999999999999957,507,equal_weight
GLD,0.19999999999999957,507,equal_weight
GSG,0.19999999999999957,507,equal_weight
SGOV,0.19999999999999957,507,equal_weight
VT,0.19999999999999957,507,equal_weight
BND,0.3000000000000002,508,min_variance
GLD,0.09999999999999978,508,min_variance
GSG,0.09999999999999978,508,min_variance
SGOV,0.39999999999999913,508,min_variance
VT,0.09999999999999978,508,min_variance
BND,0.16451982905982906,508,max_sharpe
GLD,0.3173387179487176,508,max_sharpe
GSG,0.13540299145299134,508,max_sharpe
SGOV,0.2629480341880345,508,max_sharpe
VT,0.11979051282051256,508,max_sharpe
BND,0.0,508,market_cap
GLD,0.0,508,market_cap
GSG,0.0,508,market_cap
SGOV,0.0,508,market_cap
VT,1.0,508,market_cap
BND,0.19999999999999957,508,equal_weight
GLD,0.19999999999999957,508,equal_weight
GSG,0.19999999999999957,508,equal_weight
SGOV,0.19999999999999957,508,equal_weight
VT,0.19999999999999957,508,equal_weight
BND,0.3000000000000002,509,min_variance
GLD,0.09999999999999978,509,min_variance
GSG,0.09999999999999978,509,min_variance
SGOV,0.39999999999999913,509,min_variance
VT,0.09999999999999978,509,min_variance
BND,0.25690692307692337,509,max_sharpe
GLD,0.22129529914529927,509,max_sharpe
GSG,0.10503410256410237,509,max_sharpe
SGOV,0.21534632478632507,509,max_sharpe
VT,0.2014171794871793,509,max_sharpe
BND,0.0,509,market_cap
GLD,0.0,509,market_cap
GSG,0.0,509,market_cap
SGOV,0.0,509,market_cap
VT,1.0,509,market_cap
BND,0.19999999999999957,509,equal_weight
GLD,0.19999999999999957,509,equal_weight
GSG,0.19999999999999957,509,equal_weight
SGOV,0.19999999999999957,509,equal_weight
VT,0.19999999999999957,509,equal_weight
BND,0.3000000000000002,510,min_variance
GLD,0.09999999999999978,510,min_variance
GSG,0.09999999999999978,510,min_variance
SGOV,0.39999999999999913,510,min_variance
VT,0.09999999999999978,510,min_variance
BND,0.21144094017094006,510,max_sharpe
GLD,0.14070880341880335,510,max_sharpe
GSG,0.10582188034188013,510,max_sharpe
SGOV,0.2291944444444451,510,max_sharpe
VT,0.31283393162393147,510,max_sharpe
BND,0.0,510,market_cap
GLD,0.0,510,market_cap
GSG,0.0,510,market_cap
SGOV,0.0,510,market_cap
VT,1.0,510,market_cap
BND,0.19999999999999957,510,equal_weight
GLD,0.19999999999999957,510,equal_weight
GSG,0.19999999999999957,510,equal_weight
SGOV,0.19999999999999957,510,equal_weight
VT,0.19999999999999957,510,equal_weight
BND,0.3000000000000002,511,min_variance
GLD,0.09999999999999978,511,min_variance
GSG,0.09999999999999978,511,min_variance
SGOV,0.39999999999999913,511,min_variance
VT,0.09999999999999978,511,min_variance
BND,0.23717205128205165,511,max_sharpe
GLD,0.2093999145299148,511,max_sharpe
GSG,0.12812931623931603,511,max_sharpe
SGOV,0.23382923076923068,511,max_sharpe
VT,0.19146948717948706,511,max_sharpe
BND,0.0,511,market_cap
GLD,0.0,511,market_cap
GSG,0.0,511,market_cap
SGOV,0.0,511,market_cap
VT,1.0,511,market_cap
BND,0.19999999999999957,511,equal_weight
GLD,0.19999999999999957,511,equal_weight
GSG,0.19999999999999957,511,equal_weight
SGOV,0.19999999999999957,511,equal_weight
VT,0.19999999999999957,511,equal_weight
BND,0.3000000000000002,512,min_variance
GLD,0.09999999999999978,512,min_variance
GSG,0.09999999999999978,512,min_variance
SGOV,0.39999999999999913,512,min_variance
VT,0.09999999999999978,512,min_variance
BND,0.2329209401709406,512,max_sharpe
GLD,0.30723119658119596,512,max_sharpe
GSG,0.09999999999999978,512,max_sharpe
SGOV,0.2191829059829067,512,max_sharpe
VT,0.14066504273504257,512,max_sharpe
BND,0.0,512,market_cap
GLD,0.0,512,market_cap
GSG,0.0,512,market_cap
SGOV,0.0,512,market_cap
VT,1.0,512,market_cap
BND,0.19999999999999957,512,equal_weight
GLD,0.19999999999999957,512,equal_weight
GSG,0.19999999999999957,512,equal_weight
SGOV,0.19999999999999957,512,equal_weight
VT,0.19999999999999957,512,equal_weight
BND,0.3000000000000002,513,min_variance
GLD,0.09999999999999978,513,min_variance
GSG,0.09999999999999978,513,min_variance
SGOV,0.39999999999999913,513,min_variance
VT,0.09999999999999978,513,min_variance
BND,0.29268538461538435,513,max_sharpe
GLD,0.1705132478632477,513,max_sharpe
GSG,0.10987376068376045,513,max_sharpe
SGOV,0.21266846153846197,513,max_sharpe
VT,0.2142594871794873,513,max_sharpe
BND,0.0,513,market_cap
GLD,0.0,513,market_cap
GSG,0.0,513,market_cap
SGOV,0.0,513,market_cap
VT,1.0,513,market_cap
BND,0.19999999999999957,513,equal_weight
GLD,0.19999999999999957,513,equal_weight
GSG,0.19999999999999957,513,equal_weight
SGOV,0.19999999999999957,513,equal_weight
VT,0.19999999999999957,513,equal_weight
BND,0.3000000000000002,514,min_variance
GLD,0.09999999999999978,514,min_variance
GSG,0.09999999999999978,514,min_variance
SGOV,0.39999999999999913,514,min_variance
VT,0.09999999999999978,514,min_variance
BND,0.3324429914529911,514,max_sharpe
GLD,0.23896999999999974,514,max_sharpe
GSG,0.1026734188034186,514,max_sharpe
SGOV,0.20036256410256445,514,max_sharpe
VT,0.12555102564102552,514,max_sharpe
BND,0.0,514,market_cap
GLD,0.0,514,market_cap
GSG,0.0,514,market_cap
SGOV,0.0,514,market_cap
VT,1.0,514,market_cap
BND,0.19999999999999957,514,equal_weight
GLD,0.19999999999999957,514,equal_weight
GSG,0.19999999999999957,514,equal_weight
SGOV,0.19999999999999957,514,equal_weight
VT,0.19999999999999957,514,equal_weight
BND,0.3000000000000002,515,min_variance
GLD,0.09999999999999978,515,min_variance
GSG,0.09999999999999978,515,min_variance
SGOV,0.39999999999999913,515,min_variance
VT,0.09999999999999978,515,min_variance
BND,0.18122649572649585,515,max_sharpe
GLD,0.3004087179487179,515,max_sharpe
GSG,0.10957059829059809,515,max_sharpe
SGOV,0.2684043589743589,515,max_sharpe
VT,0.14038974358974343,515,max_sharpe
BND,0.0,515,market_cap
GLD,0.0,515,market_cap
GSG,0.0,515,market_cap
SGOV,0.0,515,market_cap
VT,1.0,515,market_cap
BND,0.19999999999999957,515,equal_weight
GLD,0.19999999999999957,515,equal_weight
GSG,0.19999999999999957,515,equal_weight
SGOV,0.19999999999999957,515,equal_weight
VT,0.19999999999999957,515,equal_weight
BND,0.3000000000000002,516,min_variance
GLD,0.09999999999999978,516,min_variance
GSG,0.09999999999999978,516,min_variance
SGOV,0.39999999999999913,516,min_variance
VT,0.09999999999999978,516,min_variance
BND,0.16384299145299122,516,max_sharpe
GLD,0.25204307692307704,516,max_sharpe
GSG,0.15790239316239324,516,max_sharpe
SGOV,0.27030803418803423,516,max_sharpe
VT,0.1559037606837606,516,max_sharpe
BND,0.0,516,market_cap
GLD,0.0,516,market_cap
GSG,0.0,516,market_cap
SGOV,0.0,516,market_cap
VT,1.0,516,market_cap
BND,0.19999999999999957,516,equal_weight
GLD,0.19999999999999957,516,equal_weight
GSG,0.19999999999999957,516,equal_weight
SGOV,0.19999999999999957,516,equal_weight
VT,0.19999999999999957,516,equal_weight
BND,0.3000000000000002,517,min_variance
GLD,0.09999999999999978,517,min_variance
GSG,0.09999999999999978,517,min_variance
SGOV,0.39999999999999913,517,min_variance
VT,0.09999999999999978,517,min_variance
BND,0.26642350427350425,517,max_sharpe
GLD,0.22003846153846202,517,max_sharpe
GSG,0.1064784615384613,517,max_sharpe
SGOV,0.2344996581196587,517,max_sharpe
VT,0.17255999999999977,517,max_sharpe
BND,0.0,517,market_cap
GLD,0.0,517,market_cap
GSG,0.0,517,market_cap
SGOV,0.0,517,market_cap
VT,1.0,517,market_cap
BND,0.19999999999999957,517,equal_weight
GLD,0.19999999999999957,517,equal_weight
GSG,0.19999999999999957,517,equal_weight
SGOV,0.19999999999999957,517,equal_weight
VT,0.19999999999999957,517,equal_weight
BND,0.3000000000000002,518,min_variance
GLD,0.09999999999999978,518,min_variance
GSG,0.09999999999999978,518,min_variance
SGOV,0.39999999999999913,518,min_variance
VT,0.09999999999999978,518,min_variance
BND,0.3280809401709398,518,max_sharpe
GLD,0.16767752136752137,518,max_sharpe
GSG,0.11891837606837584,518,max_sharpe
SGOV,0.21398393162393203,518,max_sharpe
VT,0.17133923076923108,518,max_sharpe
BND,0.0,518,market_cap
GLD,0.0,518,market_cap
GSG,0.0,518,market_cap
SGOV,0.0,518,market_cap
VT,1.0,518,market_cap
BND,0.19999999999999957,518,equal_weight
GLD,0.19999999999999957,518,equal_weight
GSG,0.19999999999999957,518,equal_weight
SGOV,0.19999999999999957,518,equal_weight
VT,0.19999999999999957,518,equal_weight
BND,0.3000000000000002,519,min_variance
GLD,0.09999999999999978,519,min_variance
GSG,0.09999999999999978,519,min_variance
SGOV,0.39999999999999913,519,min_variance
VT,0.09999999999999978,519,min_variance
BND,0.21466581196581205,519,max_sharpe
GLD,0.1767715384615383,519,max_sharpe
GSG,0.18189102564102563,519,max_sharpe
SGOV,0.24466435897435942,519,max_sharpe
VT,0.18200717948717982,519,max_sharpe
BND,0.0,519,market_cap
GLD,0.0,519,market_cap
GSG,0.0,519,market_cap
SGOV,0.0,519,market_cap
VT,1.0,519,market_cap
BND,0.19999999999999957,519,equal_weight
GLD,0.19999999999999957,519,equal_weight
GSG,0.19999999999999957,519,equal_weight
SGOV,0.19999999999999957,519,equal_weight
VT,0.19999999999999957,519,equal_weight
BND,0.3000000000000002,520,min_variance
GLD,0.09999999999999978,520,min_variance
GSG,0.09999999999999978,520,min_variance
SGOV,0.39999999999999913,520,min_variance
VT,0.09999999999999978,520,min_variance
BND,0.3075304273504273,520,max_sharpe
GLD,0.21590162393162413,520,max_sharpe
GSG,0.10960350427350408,520,max_sharpe
SGOV,0.2282700854700857,520,max_sharpe
VT,0.138694017094017,520,max_sharpe
BND,0.0,520,market_cap
GLD,0.0,520,market_cap
GSG,0.0,520,market_cap
SGOV,0.0,520,market_cap
VT,1.0,520,market_cap
BND,0.19999999999999957,520,equal_weight
GLD,0.19999999999999957,520,equal_weight
GSG,0.19999999999999957,520,equal_weight
SGOV,0.19999999999999957,520,equal_weight
VT,0.19999999999999957,520,equal_weight
BND,0.3000000000000002,521,min_variance
GLD,0.09999999999999978,521,min_variance
GSG,0.09999999999999978,521,min_variance
SGOV,0.39999999999999913,521,min_variance
VT,0.09999999999999978,521,min_variance
BND,0.22640700854700888,521,max_sharpe
GLD,0.300461709401709,521,max_sharpe
GSG,0.10429222222222202,521,max_sharpe
SGOV,0.24983623931623974,521,max_sharpe
VT,0.11900282051282031,521,max_sharpe
BND,0.0,521,market_cap
GLD,0.0,521,market_cap
GSG,0.0,521,market_cap
SGOV,0.0,521,market_cap
VT,1.0,521,market_cap
BND,0.19999999999999957,521,equal_weight
GLD,0.19999999999999957,521,equal_weight
GSG,0.19999999999999957,521,equal_weight
SGOV,0.19999999999999957,521,equal_weight
VT,0.19999999999999957,521,equal_weight
BND,0.3000000000000002,522,min_variance
GLD,0.09999999999999978,522,min_variance
GSG,0.09999999999999978,522,min_variance
SGOV,0.39999999999999913,522,min_variance
VT,0.09999999999999978,522,min_variance
BND,0.27060572649572656,522,max_sharpe
GLD,0.21240726495726486,522,max_sharpe
GSG,0.09999999999999978,522,max_sharpe
SGOV,0.1815402564102565,522,max_sharpe
VT,0.23544649572649554,522,max_sharpe
BND,0.0,522,market_cap
GLD,0.0,522,market_cap
GSG,0.0,522,market_cap
SGOV,0.0,522,market_cap
VT,1.0,522,market_cap
BND,0.19999999999999957,522,equal_weight
GLD,0.19999999999999957,522,equal_weight
GSG,0.19999999999999957,522,equal_weight
SGOV,0.19999999999999957,522,equal_weight
VT,0.19999999999999957,522,equal_weight
BND,0.3000000000000002,523,min_variance
GLD,0.09999999999999978,523,min_variance
GSG,0.09999999999999978,523,min_variance
SGOV,0.39999999999999913,523,min_variance
VT,0.09999999999999978,523,min_variance
BND,0.21918982905982926,523,max_sharpe
GLD,0.28192905982905936,523,max_sharpe
GSG,0.11622803418803396,523,max_sharpe
SGOV,0.22439957264957305,523,max_sharpe
VT,0.15825341880341903,523,max_sharpe
BND,0.0,523,market_cap
GLD,0.0,523,market_cap
GSG,0.0,523,market_cap
SGOV,0.0,523,market_cap
VT,1.0,523,market_cap
BND,0.19999999999999957,523,equal_weight
GLD,0.19999999999999957,523,equal_weight
GSG,0.19999999999999957,523,equal_weight
SGOV,0.19999999999999957,523,equal_weight
VT,0.19999999999999957,523,equal_weight
BND,0.3000000000000002,524,min_variance
GLD,0.09999999999999978,524,min_variance
GSG,0.09999999999999978,524,min_variance
SGOV,0.39999999999999913,524,min_variance
VT,0.09999999999999978,524,min_variance
BND,0.213550512820513,524,max_sharpe
GLD,0.21764076923076933,524,max_sharpe
GSG,0.10908401709401686,524,max_sharpe
SGOV,0.25612623931623935,524,max_sharpe
VT,0.2035983760683762,524,max_sharpe
BND,0.0,524,market_cap
GLD,0.0,524,market_cap
GSG,0.0,524,market_cap
SGOV,0.0,524,market_cap
VT,1.0,524,market_cap
BND,0.19999999999999957,524,equal_weight
GLD,0.19999999999999957,524,equal_weight
GSG,0.19999999999999957,524,equal_weight
SGOV,0.19999999999999957,524,equal_weight
VT,0.19999999999999957,524,equal_weight
BND,0.3000000000000002,525,min_variance
GLD,0.09999999999999978,525,min_variance
GSG,0.09999999999999978,525,min_variance
SGOV,0.39999999999999913,525,min_variance
VT,0.09999999999999978,525,min_variance
