date,adj close
2000-07-31,20.30531883239746
2000-08-01,20.143657684326172
2000-08-02,19.884984970092773
2000-08-03,19.238311767578125
2000-08-04,19.577817916870117
2000-08-07,19.723312377929688
2000-08-08,19.707143783569336
2000-08-09,19.723312377929688
2000-08-10,20.030479431152344
2000-08-11,19.9658145904541
2000-08-14,19.9658145904541
2000-08-15,20.353816986083984
2000-08-16,20.402318954467773
2000-08-17,20.321483612060547
2000-08-18,20.046649932861328
2000-08-21,19.852649688720703
2000-08-22,19.755653381347656
2000-08-23,19.5939884185791
2000-08-24,19.739490509033203
2000-08-25,20.046649932861328
2000-08-28,19.9658145904541
2000-08-29,19.852649688720703
2000-08-30,19.787979125976562
2000-08-31,19.723312377929688
2000-09-01,19.723312377929688
2000-09-05,20.192142486572266
2000-09-06,19.690977096557617
2000-09-07,19.852649688720703
2000-09-08,19.49698257446289
2000-09-11,19.173654556274414
2000-09-12,19.480819702148438
2000-09-13,19.108983993530273
2000-09-14,19.141313552856445
2000-09-15,19.141313552856445
2000-09-18,18.575483322143555
2000-09-19,18.559314727783203
2000-09-20,18.268321990966797
2000-09-21,18.10664939880371
2000-09-22,18.59165382385254
2000-09-25,18.68865203857422
2000-09-26,18.6724853515625
2000-09-27,18.753313064575195
2000-09-28,18.78565216064453
2000-09-29,18.65631675720215
2000-10-02,18.834150314331055
2000-10-03,19.011980056762695
2000-10-04,18.72098731994629
2000-10-05,18.6724853515625
2000-10-06,18.268321990966797
2000-10-09,18.10664939880371
2000-10-10,18.058149337768555
2000-10-11,17.7833194732666
2000-10-12,17.524648666381836
2000-10-13,17.653980255126953
2000-10-16,17.540813446044922
2000-10-17,17.492321014404297
2000-10-18,16.92648696899414
2000-10-19,17.50849151611328
2000-10-20,17.589323043823242
2000-10-23,17.459985733032227
2000-10-24,17.815649032592773
2000-10-25,17.573150634765625
2000-10-26,17.670156478881836
2000-10-27,18.041980743408203
2000-10-30,18.090482711791992
2000-10-31,18.59165382385254
2000-11-01,18.623979568481445
2000-11-02,18.866483688354492
2000-11-03,18.882652282714844
2000-11-06,18.99582290649414
2000-11-07,18.78565216064453
2000-11-08,18.559314727783203
2000-11-09,18.72098731994629
2000-11-10,18.28448486328125
2000-11-13,17.94498634338379
2000-11-14,18.51081657409668
2000-11-15,18.4138126373291
2000-11-16,18.4138126373291
2000-11-17,18.10664939880371
2000-11-20,17.589323043823242
2000-11-21,17.702482223510742
2000-11-22,17.492321014404297
2000-11-24,17.7833194732666
2000-11-27,18.02581787109375
2000-11-28,18.10664939880371
2000-11-29,18.10664939880371
2000-11-30,18.02581787109375
2000-12-01,18.041980743408203
2000-12-04,18.090482711791992
2000-12-05,18.494653701782227
2000-12-06,18.462318420410156
2000-12-07,18.575483322143555
2000-12-08,18.494653701782227
2000-12-11,18.72098731994629
2000-12-12,18.68865203857422
2000-12-13,18.42998695373535
2000-12-14,18.235980987548828
2000-12-15,18.10664939880371
2000-12-18,18.0096492767334
2000-12-19,18.235980987548828
2000-12-20,17.979101181030273
2000-12-21,18.108448028564453
2000-12-22,18.38331413269043
2000-12-26,18.496492385864258
2000-12-27,18.739015579223633
2000-12-28,18.755176544189453
2000-12-29,18.949195861816406
2001-01-02,18.884521484375
2001-01-03,19.5312557220459
2001-01-04,18.739015579223633
2001-01-05,19.11088752746582
2001-01-08,18.884521484375
2001-01-09,18.528820037841797
2001-01-10,18.480318069458008
2001-01-11,19.062379837036133
2001-01-12,19.062379837036133
2001-01-16,18.868356704711914
2001-01-17,19.04620361328125
2001-01-18,19.304906845092773
2001-01-19,18.981542587280273
2001-01-22,19.01387596130371
2001-01-23,19.078548431396484
2001-01-24,18.83601951599121
2001-01-25,18.884521484375
2001-01-26,18.933032989501953
2001-01-29,18.755176544189453
2001-01-30,18.759220123291016
2001-01-31,19.183639526367188
2001-02-01,19.195770263671875
2001-02-02,18.714759826660156
2001-02-05,18.852190017700195
2001-02-06,18.625835418701172
2001-02-07,18.48436164855957
2001-02-08,18.391393661499023
2001-02-09,18.270132064819336
2001-02-12,18.488399505615234
2001-02-13,18.16099739074707
2001-02-14,17.96697425842285
2001-02-15,17.95485496520996
2001-02-16,17.78508758544922
2001-02-20,17.538524627685547
2001-02-21,17.255577087402344
2001-02-22,16.9443302154541
2001-02-23,16.903915405273438
2001-02-26,17.09389305114746
2001-02-27,17.239408493041992
2001-02-28,17.344499588012695
2001-03-01,17.207073211669922
2001-03-02,17.33237648010254
2001-03-05,17.405132293701172
2001-03-06,17.59107208251953
2001-03-07,17.69615936279297
2001-03-08,17.643611907958984
2001-03-09,17.31216049194336
2001-03-12,16.697772979736328
2001-03-13,16.685644149780273
2001-03-14,15.986364364624023
2001-03-15,16.11571502685547
2001-03-16,15.727668762207031
2001-03-19,15.949984550476074
2001-03-20,15.897438049316406
2001-03-21,15.626622200012207
2001-03-22,15.133489608764648
2001-03-23,15.464942932128906
2001-03-26,16.15613555908203
2001-03-27,16.40270233154297
2001-03-28,15.824686050415039
2001-03-29,15.869144439697266
2001-03-30,15.958070755004883
2001-04-02,15.780219078063965
2001-04-03,15.404306411743164
2001-04-04,15.73171615600586
2001-04-05,16.232933044433594
2001-04-06,15.962112426757812
2001-04-09,16.18895721435547
2001-04-10,16.357105255126953
2001-04-11,16.42694664001465
2001-04-12,16.620969772338867
2001-04-16,16.564054489135742
2001-04-17,16.284671783447266
2001-04-18,17.04522705078125
2001-04-19,17.086610794067383
2001-04-20,16.91070556640625
2001-04-23,16.711509704589844
2001-04-24,16.659772872924805
2001-04-25,16.892597198486328
2001-04-26,17.03487777709961
2001-04-27,17.179746627807617
2001-04-30,17.2547607421875
2001-05-01,17.37376594543457
2001-05-02,17.33237648010254
