date,adj close
2015-06-04,35.25248718261719
2015-06-05,35.31663513183594
2015-06-08,35.13838577270508
2015-06-09,35.08134460449219
2015-06-10,35.21538162231445
2015-06-11,35.09560012817383
2015-06-12,35.15977478027344
2015-06-15,35.15977478027344
2015-06-16,35.195430755615234
2015-06-17,35.195430755615234
2015-06-18,35.195430755615234
2015-06-19,35.295265197753906
2015-06-22,35.295265197753906
2015-06-23,35.57333755493164
2015-06-24,35.39507293701172
2015-06-25,35.39507293701172
2015-06-26,34.9672737121582
2015-06-29,34.503787994384766
2015-06-30,34.503787994384766
2015-07-01,34.731956481933594
2015-07-02,34.731956481933594
2015-07-06,34.731956481933594
2015-07-07,34.13300704956055
2015-07-08,34.09734344482422
2015-07-09,34.46811294555664
2015-07-10,34.553680419921875
2015-07-13,34.50519943237305
2015-07-14,34.696319580078125
2015-07-15,34.717689514160156
2015-07-16,34.717689514160156
2015-07-17,34.717689514160156
2015-07-20,34.924468994140625
2015-07-21,34.731956481933594
2015-07-22,34.503787994384766
2015-07-23,34.503787994384766
2015-07-24,34.197166442871094
2015-07-27,34.197166442871094
2015-07-28,33.990386962890625
2015-07-29,33.990386962890625
2015-07-30,33.990386962890625
2015-07-31,33.990386962890625
2015-08-03,34.17315673828125
2015-08-04,34.17315673828125
2015-08-05,34.38731384277344
2015-08-06,33.88046646118164
2015-08-07,33.68059158325195
2015-08-10,33.68059158325195
2015-08-11,33.709144592285156
2015-08-12,33.709144592285156
2015-08-13,33.709144592285156
2015-08-14,33.709144592285156
2015-08-17,33.709144592285156
2015-08-18,33.844764709472656
2015-08-19,33.53779602050781
2015-08-20,32.95956039428711
2015-08-21,32.63832092285156
2015-08-24,32.63832092285156
2015-08-25,32.8025016784668
2015-08-26,32.8025016784668
2015-08-27,32.731109619140625
2015-08-28,33.05592727661133
2015-08-31,32.724002838134766
2015-09-01,32.767601013183594
2015-09-02,32.767601013183594
2015-09-03,32.767601013183594
2015-09-04,32.767601013183594
2015-09-08,32.767601013183594
2015-09-09,32.767601013183594
2015-09-10,32.767601013183594
2015-09-11,32.96775436401367
2015-09-14,32.96775436401367
2015-09-15,32.96775436401367
2015-09-16,32.96775436401367
2015-09-17,33.77405548095703
2015-09-18,33.48955535888672
2015-09-21,33.34946060180664
2015-09-22,33.34660720825195
2015-09-23,32.874820709228516
2015-09-24,32.68181610107422
2015-09-25,32.68181610107422
2015-09-28,31.773969650268555
2015-09-29,32.05277633666992
2015-09-30,31.90981101989746
2015-10-01,31.96346664428711
2015-10-02,31.848936080932617
2015-10-05,31.848936080932617
2015-10-06,32.89413070678711
2015-10-07,32.89413070678711
2015-10-08,32.77243423461914
2015-10-09,32.77243423461914
2015-10-12,32.77243423461914
2015-10-13,32.9191780090332
